                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.4036,                 1.4788,                 1.4248,                0.63199,                0.52928,                0.60522,                0.36539,                 1.4354,                 1.3002,                 1.4532,             0.00010011,             0.00010011,             0.00010011
                     12,                 1.4368,                 1.5108,                 1.4639,                0.64453,                0.53496,                0.60721,                0.37078,                 1.4229,                 1.2675,                 1.4377,             0.00010895,             0.00010895,             0.00010895
                     13,                 1.3286,                 1.4035,                 1.3707,                0.69361,                0.57042,                 0.6562,                0.41772,                 1.3451,                 1.2047,                 1.3789,             0.00011429,             0.00011429,             0.00011429
                     14,                 1.3451,                 1.4239,                 1.4191,                0.71338,                0.57017,                0.65776,                0.41104,                 1.3811,                 1.1895,                  1.392,             0.00011429,             0.00011429,             0.00011429
                     15,                 1.3344,                 1.3619,                 1.3913,                0.69527,                0.57634,                0.67126,                0.42515,                 1.3474,                 1.1666,                 1.3764,             0.00011389,             0.00011389,             0.00011389
                     16,                 1.3542,                 1.3706,                 1.3858,                0.70584,                0.59151,                0.68268,                0.44431,                 1.3249,                  1.147,                 1.3608,              0.0001135,              0.0001135,              0.0001135
                     17,                 1.3531,                 1.3725,                  1.371,                0.67039,                  0.614,                0.68943,                0.45916,                  1.301,                 1.1359,                 1.3451,             0.00011311,             0.00011311,             0.00011311
                     18,                 1.3724,                  1.318,                 1.3662,                0.69132,                0.61986,                0.69652,                0.45115,                 1.2995,                 1.0928,                 1.3384,             0.00011272,             0.00011272,             0.00011272
                     19,                 1.2841,                 1.2642,                 1.3563,                0.69753,                0.64906,                0.72347,                0.47063,                 1.2717,                 1.0823,                 1.3206,             0.00011232,             0.00011232,             0.00011232
                     20,                 1.3244,                 1.3174,                 1.3648,                0.68213,                0.66529,                0.72272,                0.48519,                  1.258,                 1.0479,                 1.3108,             0.00011193,             0.00011193,             0.00011193
                     21,                  1.319,                 1.2406,                 1.3441,                0.69416,                0.63622,                0.72656,                0.47891,                 1.2525,                 1.0427,                 1.3121,             0.00011154,             0.00011154,             0.00011154
                     22,                 1.2905,                 1.2038,                 1.3204,                0.72267,                0.63856,                 0.7602,                0.50145,                 1.2571,                 1.0286,                 1.3161,             0.00011115,             0.00011115,             0.00011115
                     23,                 1.3177,                 1.2666,                 1.3937,                 0.6703,                0.67468,                0.74556,                0.49122,                 1.2524,                   1.02,                 1.3059,             0.00011075,             0.00011075,             0.00011075
                     24,                 1.2693,                 1.2283,                 1.3222,                0.75261,                0.65905,                0.76652,                0.49428,                 1.2194,                 1.0184,                 1.2958,             0.00011036,             0.00011036,             0.00011036
                     25,                 1.2645,                 1.1775,                 1.3491,                  0.724,                0.67382,                0.75496,                0.50272,                 1.2221,                 1.0076,                 1.3001,             0.00010997,             0.00010997,             0.00010997
                     26,                 1.2904,                 1.2345,                 1.3444,                 0.6993,                0.71011,                0.78294,                0.51278,                 1.2096,                0.99375,                 1.2925,             0.00010958,             0.00010958,             0.00010958
                     27,                 1.2539,                 1.1929,                 1.3305,                0.79528,                0.63222,                0.77604,                0.51717,                 1.2003,                0.98232,                 1.2947,             0.00010918,             0.00010918,             0.00010918
                     28,                 1.2198,                 1.1536,                 1.2968,                0.75362,                0.68158,                0.78765,                0.51726,                 1.1792,                0.96843,                 1.2732,             0.00010879,             0.00010879,             0.00010879
                     29,                   1.33,                 1.2037,                 1.3288,                0.67726,                0.74351,                0.78799,                0.52064,                 1.1898,                0.94881,                 1.2689,              0.0001084,              0.0001084,              0.0001084
                     30,                 1.2131,                 1.1236,                 1.2865,                0.73396,                0.69395,                0.79648,                0.53241,                 1.1791,                0.95049,                 1.2706,               0.000108,               0.000108,               0.000108
                     31,                 1.2119,                  1.121,                 1.2984,                0.73753,                0.70987,                0.79825,                0.53826,                 1.1618,                0.93439,                 1.2572,             0.00010761,             0.00010761,             0.00010761
                     32,                 1.2253,                 1.1587,                 1.2876,                0.71905,                0.73153,                0.80361,                0.54901,                 1.1489,                0.92385,                 1.2453,             0.00010722,             0.00010722,             0.00010722
                     33,                 1.2631,                 1.1829,                  1.337,                0.75756,                0.70512,                0.80507,                0.54007,                 1.1565,                 0.9296,                 1.2533,             0.00010683,             0.00010683,             0.00010683
                     34,                 1.1878,                 1.0983,                 1.2812,                 0.6983,                0.75453,                0.80973,                 0.5531,                 1.1393,                0.91946,                 1.2377,             0.00010643,             0.00010643,             0.00010643
                     35,                 1.2265,                 1.1805,                 1.3384,                0.69439,                0.75656,                0.80785,                0.55071,                 1.1451,                0.91088,                 1.2572,             0.00010604,             0.00010604,             0.00010604
                     36,                 1.2078,                 1.1053,                 1.3105,                 0.7026,                0.79564,                0.81438,                0.56614,                 1.1189,                0.89949,                 1.2235,             0.00010565,             0.00010565,             0.00010565
                     37,                 1.1851,                 1.1073,                 1.2947,                0.77933,                0.70284,                0.81304,                0.55665,                 1.1321,                0.89966,                  1.239,             0.00010526,             0.00010526,             0.00010526
                     38,                 1.1954,                 1.1043,                 1.3135,                0.71411,                0.78407,                0.81491,                0.56462,                 1.1339,                0.88231,                  1.243,             0.00010486,             0.00010486,             0.00010486
                     39,                 1.1805,                 1.0633,                 1.2562,                0.77637,                0.73168,                0.81368,                 0.5675,                 1.1055,                 0.8659,                 1.2268,             0.00010447,             0.00010447,             0.00010447
                     40,                 1.1959,                 1.0996,                 1.2833,                0.77757,                0.74293,                0.82522,                0.57562,                 1.1085,                0.87024,                 1.2234,             0.00010408,             0.00010408,             0.00010408
                     41,                 1.1679,                 1.0705,                 1.2553,                0.79686,                0.73751,                0.83088,                0.58211,                 1.0952,                0.86428,                 1.2063,             0.00010368,             0.00010368,             0.00010368
                     42,                 1.1275,                 1.0236,                  1.249,                0.80136,                0.75536,                0.84133,                0.58856,                 1.0875,                0.85186,                 1.2169,             0.00010329,             0.00010329,             0.00010329
                     43,                 1.1716,                 1.0527,                 1.2412,                0.74553,                0.79041,                0.83191,                0.58362,                 1.0884,                0.85975,                 1.2118,              0.0001029,              0.0001029,              0.0001029
                     44,                 1.1521,                 1.0603,                 1.2823,                0.79888,                 0.7401,                0.83182,                0.58714,                 1.0952,                0.85598,                 1.2208,             0.00010251,             0.00010251,             0.00010251
                     45,                 1.1775,                 1.0121,                 1.2544,                0.83675,                 0.7274,                0.84254,                0.59694,                  1.087,                 0.8457,                 1.2109,             0.00010211,             0.00010211,             0.00010211
                     46,                 1.1603,                 1.0452,                 1.2803,                 0.8617,                0.74682,                0.85226,                 0.5953,                 1.0786,                0.83798,                 1.2056,             0.00010172,             0.00010172,             0.00010172
                     47,                 1.1546,                 1.0267,                 1.2615,                0.80878,                0.77026,                0.84581,                0.59763,                 1.0752,                0.82664,                 1.2012,             0.00010133,             0.00010133,             0.00010133
                     48,                 1.1694,                 1.0347,                  1.251,                 0.8078,                0.78976,                0.85829,                0.59306,                 1.0879,                0.82568,                 1.2063,             0.00010094,             0.00010094,             0.00010094
                     49,                 1.1779,                 1.0852,                  1.281,                0.84226,                0.75092,                0.83774,                0.58308,                 1.0786,                0.83057,                 1.2067,             0.00010054,             0.00010054,             0.00010054
                     50,                 1.1289,                0.99821,                 1.2558,                 0.8208,                 0.7681,                0.84701,                0.59524,                 1.0712,                0.83416,                 1.2012,             0.00010015,             0.00010015,             0.00010015
                     51,                 1.1711,                 1.0167,                 1.2581,                0.82148,                0.75145,                0.84347,                0.60267,                 1.0479,                0.82278,                 1.1906,             9.9758e-05,             9.9758e-05,             9.9758e-05
                     52,                 1.1696,                 1.0369,                 1.2808,                0.83911,                0.76793,                0.84806,                0.60837,                 1.0494,                0.81807,                 1.1939,             9.9365e-05,             9.9365e-05,             9.9365e-05
                     53,                 1.1321,                0.99146,                 1.2345,                0.85575,                0.76723,                0.85695,                0.61249,                 1.0562,                0.81606,                 1.2016,             9.8972e-05,             9.8972e-05,             9.8972e-05
                     54,                 1.1688,                 1.0349,                 1.2539,                0.85176,                0.77789,                0.85328,                0.61058,                 1.0466,                0.80758,                 1.1928,              9.858e-05,              9.858e-05,              9.858e-05
                     55,                 1.1284,                0.99496,                 1.2432,                0.83735,                0.79243,                0.86566,                 0.6224,                 1.0319,                0.79492,                 1.1845,             9.8187e-05,             9.8187e-05,             9.8187e-05
                     56,                 1.1269,                0.96302,                 1.2392,                0.81794,                0.80188,                0.85798,                0.61442,                  1.045,                0.79153,                 1.1902,             9.7794e-05,             9.7794e-05,             9.7794e-05
                     57,                 1.1317,                  1.022,                 1.2914,                0.80907,                0.78532,                0.85876,                0.61846,                 1.0595,                0.79261,                  1.192,             9.7402e-05,             9.7402e-05,             9.7402e-05
                     58,                 1.1309,                0.96433,                 1.2207,                0.81858,                0.78666,                0.85769,                0.60285,                 1.0372,                0.77951,                 1.1801,             9.7009e-05,             9.7009e-05,             9.7009e-05
                     59,                 1.1398,                0.98437,                 1.2287,                0.76211,                0.82818,                0.86225,                0.62087,                  1.034,                0.78569,                 1.1788,             9.6616e-05,             9.6616e-05,             9.6616e-05
                     60,                 1.1281,                 1.0082,                 1.2472,                0.76452,                0.81485,                0.85788,                0.61963,                 1.0277,                0.78625,                 1.1786,             9.6223e-05,             9.6223e-05,             9.6223e-05
                     61,                 1.1012,                0.96998,                 1.2471,                0.80701,                0.80538,                0.86614,                0.62376,                 1.0313,                0.77767,                 1.1751,             9.5831e-05,             9.5831e-05,             9.5831e-05
                     62,                  1.136,                0.97864,                 1.2284,                0.80705,                0.79667,                0.86193,                0.62998,                0.99992,                0.77281,                 1.1579,             9.5438e-05,             9.5438e-05,             9.5438e-05
                     63,                   1.07,                0.95757,                 1.2184,                0.82812,                0.78379,                0.86839,                0.62545,                  1.025,                 0.7776,                  1.179,             9.5045e-05,             9.5045e-05,             9.5045e-05
                     64,                 1.1378,                  0.984,                 1.2338,                0.81293,                 0.8028,                0.86574,                0.62795,                 1.0106,                0.76591,                 1.1641,             9.4653e-05,             9.4653e-05,             9.4653e-05
                     65,                  1.132,                0.96487,                  1.206,                 0.8434,                0.78902,                0.86976,                0.62861,                 1.0124,                0.76988,                 1.1644,              9.426e-05,              9.426e-05,              9.426e-05
                     66,                 1.0918,                0.96462,                 1.2207,                0.82237,                0.80765,                0.86794,                0.63385,                 1.0085,                0.77146,                  1.167,             9.3867e-05,             9.3867e-05,             9.3867e-05
                     67,                 1.0894,                0.95099,                 1.2186,                0.86208,                0.78559,                0.86861,                0.63582,                 1.0123,                0.76395,                 1.1733,             9.3475e-05,             9.3475e-05,             9.3475e-05
                     68,                 1.0867,                0.92359,                 1.2336,                0.84305,                 0.8008,                0.87127,                 0.6409,                0.99002,                0.75348,                 1.1521,             9.3082e-05,             9.3082e-05,             9.3082e-05
                     69,                 1.1196,                0.96687,                 1.2225,                0.83039,                 0.7862,                0.86821,                0.64465,                 0.9906,                 0.7573,                 1.1482,             9.2689e-05,             9.2689e-05,             9.2689e-05
                     70,                 1.0743,                0.94057,                 1.2233,                0.83339,                0.78295,                0.86714,                0.63611,                 0.9918,                0.75195,                 1.1501,             9.2296e-05,             9.2296e-05,             9.2296e-05
                     71,                 1.1129,                 0.9418,                 1.2271,                0.84645,                0.78369,                0.86732,                0.63793,                0.99681,                 0.7688,                 1.1528,             9.1904e-05,             9.1904e-05,             9.1904e-05
                     72,                 1.0629,                0.92265,                 1.2009,                0.82584,                0.79909,                0.87589,                0.63737,                 1.0014,                0.75247,                 1.1589,             9.1511e-05,             9.1511e-05,             9.1511e-05
                     73,                 1.0874,                 0.9356,                 1.2374,                0.85859,                0.80266,                0.87817,                0.64402,                0.98656,                0.74853,                  1.151,             9.1118e-05,             9.1118e-05,             9.1118e-05
                     74,                 1.0777,                0.92291,                 1.2327,                0.86172,                0.79224,                0.87394,                0.63673,                0.98231,                0.74058,                 1.1465,             9.0726e-05,             9.0726e-05,             9.0726e-05
                     75,                 1.0722,                0.94192,                 1.2006,                0.81951,                0.82285,                0.87419,                0.64144,                0.96863,                0.73181,                 1.1431,             9.0333e-05,             9.0333e-05,             9.0333e-05
                     76,                  1.072,                0.92893,                 1.2147,                0.86273,                0.78255,                 0.8741,                0.65075,                0.95966,                0.72356,                 1.1284,              8.994e-05,              8.994e-05,              8.994e-05
                     77,                 1.0761,                0.90018,                 1.2085,                0.87926,                0.78542,                 0.8788,                0.64958,                0.96116,                0.72348,                  1.135,             8.9547e-05,             8.9547e-05,             8.9547e-05
                     78,                 1.0885,                0.91154,                 1.1865,                 0.8899,                0.77947,                0.88236,                0.64944,                0.97669,                0.72182,                 1.1388,             8.9155e-05,             8.9155e-05,             8.9155e-05
                     79,                 1.0977,                0.93866,                 1.2152,                0.86131,                0.81009,                0.87967,                0.64382,                0.97333,                0.72899,                 1.1412,             8.8762e-05,             8.8762e-05,             8.8762e-05
                     80,                 1.0586,                0.89853,                 1.1975,                0.85941,                0.79436,                0.87634,                0.64016,                 0.9865,                0.73138,                 1.1485,             8.8369e-05,             8.8369e-05,             8.8369e-05
                     81,                 1.0583,                0.89678,                 1.1894,                0.86946,                0.79893,                0.88198,                0.65029,                0.97017,                0.72458,                 1.1384,             8.7977e-05,             8.7977e-05,             8.7977e-05
                     82,                 1.0866,                0.91043,                 1.2045,                0.89072,                0.79376,                0.88353,                0.65781,                0.96237,                0.71754,                 1.1369,             8.7584e-05,             8.7584e-05,             8.7584e-05
                     83,                 1.0857,                0.91203,                 1.2001,                0.87694,                0.80187,                0.88362,                 0.6618,                0.95086,                0.71013,                 1.1353,             8.7191e-05,             8.7191e-05,             8.7191e-05
                     84,                 1.0392,                0.86931,                 1.1907,                0.88146,                0.78781,                0.88211,                0.65587,                0.95791,                0.71892,                 1.1371,             8.6799e-05,             8.6799e-05,             8.6799e-05
                     85,                 1.0737,                0.93614,                 1.2133,                0.85083,                0.82657,                0.88571,                0.65637,                0.94895,                0.71832,                 1.1313,             8.6406e-05,             8.6406e-05,             8.6406e-05
                     86,                 1.0536,                0.88846,                 1.2017,                0.82536,                0.82684,                0.88519,                 0.6499,                0.95049,                0.71748,                 1.1349,             8.6013e-05,             8.6013e-05,             8.6013e-05
                     87,                 1.0223,                0.89021,                  1.201,                0.82069,                0.83705,                0.88467,                0.66129,                0.94132,                0.70279,                 1.1313,             8.5621e-05,             8.5621e-05,             8.5621e-05
                     88,                 1.0745,                0.89626,                 1.2189,                 0.8908,                0.81556,                0.88948,                0.65808,                0.95046,                0.71227,                 1.1309,             8.5228e-05,             8.5228e-05,             8.5228e-05
                     89,                 1.0487,                0.88277,                 1.1656,                0.80307,                0.84868,                0.88725,                0.66124,                0.94876,                0.71012,                 1.1282,             8.4835e-05,             8.4835e-05,             8.4835e-05
                     90,                 1.0889,                0.90962,                  1.196,                0.81712,                0.83426,                 0.8884,                0.65207,                0.94795,                0.71733,                 1.1319,             8.4442e-05,             8.4442e-05,             8.4442e-05
                     91,                 1.0477,                0.92844,                 1.2214,                0.83933,                0.82317,                0.88941,                0.65918,                0.94115,                0.71771,                 1.1251,              8.405e-05,              8.405e-05,              8.405e-05
                     92,                 1.0436,                0.90772,                 1.2167,                0.89053,                0.77871,                0.88108,                0.65175,                0.95044,                0.71946,                 1.1246,             8.3657e-05,             8.3657e-05,             8.3657e-05
                     93,                 1.0358,                0.90541,                 1.2197,                0.83564,                0.81377,                0.88241,                 0.6572,                0.94345,                0.70023,                 1.1251,             8.3264e-05,             8.3264e-05,             8.3264e-05
                     94,                  1.022,                0.86307,                 1.1754,                0.88278,                0.79548,                0.88291,                0.66198,                0.93689,                0.70692,                 1.1159,             8.2872e-05,             8.2872e-05,             8.2872e-05
                     95,                 1.0218,                0.88838,                 1.2204,                0.88149,                0.81938,                0.88897,                0.65982,                0.92671,                0.70925,                 1.1168,             8.2479e-05,             8.2479e-05,             8.2479e-05
                     96,                 1.0517,                0.90452,                 1.2097,                 0.8909,                0.81137,                0.89291,                0.66873,                 0.9254,                0.70685,                  1.115,             8.2086e-05,             8.2086e-05,             8.2086e-05
                     97,                 1.0143,                0.84817,                 1.1822,                0.87481,                 0.8282,                0.89122,                0.67939,                0.91882,                0.71495,                 1.1136,             8.1693e-05,             8.1693e-05,             8.1693e-05
                     98,                 1.0513,                0.87741,                 1.1902,                0.89369,                0.81935,                 0.8893,                0.66452,                0.92941,                0.70682,                 1.1161,             8.1301e-05,             8.1301e-05,             8.1301e-05
                     99,                 1.0016,                0.84915,                 1.1891,                0.87874,                0.81661,                0.89062,                0.67238,                0.92623,                0.69788,                 1.1122,             8.0908e-05,             8.0908e-05,             8.0908e-05
                    100,                 1.0755,                0.90619,                 1.2033,                0.88266,                 0.8002,                0.88661,                0.67049,                0.91529,                0.68854,                 1.1025,             8.0515e-05,             8.0515e-05,             8.0515e-05
                    101,                 1.0644,                0.89507,                 1.2104,                 0.8891,                0.79874,                 0.8897,                 0.6752,                 0.9124,                0.69002,                 1.1068,             8.0123e-05,             8.0123e-05,             8.0123e-05
                    102,                 1.0313,                0.88281,                 1.1803,                0.85309,                0.83496,                0.88816,                0.66907,                0.92602,                0.68633,                 1.1131,              7.973e-05,              7.973e-05,              7.973e-05
                    103,                 1.0019,                0.85538,                 1.1645,                0.89225,                0.82367,                0.89373,                0.67126,                0.90616,                0.67653,                  1.109,             7.9337e-05,             7.9337e-05,             7.9337e-05
                    104,                  1.014,                0.89731,                 1.1905,                0.88826,                0.82175,                0.89846,                 0.6829,                0.90831,                0.68537,                 1.1096,             7.8945e-05,             7.8945e-05,             7.8945e-05
                    105,                 1.0217,                0.85782,                 1.1811,                0.87448,                0.81781,                0.89375,                0.66718,                0.92222,                0.68639,                 1.1153,             7.8552e-05,             7.8552e-05,             7.8552e-05
                    106,                0.99531,                0.85933,                 1.1631,                0.87916,                0.80567,                0.88853,                0.68235,                0.89997,                0.67606,                 1.1043,             7.8159e-05,             7.8159e-05,             7.8159e-05
                    107,                 1.0357,                0.85123,                 1.1925,                 0.8882,                0.81051,                0.89526,                0.66966,                0.90964,                0.68666,                 1.1097,             7.7766e-05,             7.7766e-05,             7.7766e-05
                    108,                 1.0355,                0.87267,                 1.1842,                0.88188,                0.81439,                0.89217,                0.67529,                0.89665,                0.67473,                  1.101,             7.7374e-05,             7.7374e-05,             7.7374e-05
                    109,                0.99313,                0.86737,                 1.1964,                0.87231,                0.79595,                0.88932,                0.67066,                0.89749,                0.67868,                  1.104,             7.6981e-05,             7.6981e-05,             7.6981e-05
                    110,                 1.0727,                0.87623,                 1.2072,                0.85808,                0.81586,                0.88885,                0.67931,                 0.8976,                0.67781,                  1.107,             7.6588e-05,             7.6588e-05,             7.6588e-05
                    111,                 1.0152,                 0.8615,                 1.1728,                0.83944,                0.83776,                0.89798,                0.68169,                0.89872,                 0.6792,                  1.107,             7.6196e-05,             7.6196e-05,             7.6196e-05
                    112,                 1.0161,                0.86293,                 1.1914,                0.90874,                0.79371,                0.89627,                 0.6841,                0.89111,                 0.6684,                 1.1055,             7.5803e-05,             7.5803e-05,             7.5803e-05
                    113,                 1.0067,                 0.8252,                 1.1806,                 0.8765,                0.81559,                 0.9029,                 0.6968,                0.88348,                0.66966,                 1.1018,              7.541e-05,              7.541e-05,              7.541e-05
                    114,                 1.0241,                0.85507,                 1.1856,                0.84511,                0.85128,                0.90243,                0.68764,                0.89389,                0.67172,                 1.1018,             7.5018e-05,             7.5018e-05,             7.5018e-05
                    115,                  1.039,                0.86653,                 1.2022,                0.86116,                0.83419,                0.90252,                0.69006,                0.88935,                0.67135,                 1.0999,             7.4625e-05,             7.4625e-05,             7.4625e-05
                    116,                 1.0121,                0.83662,                 1.1767,                0.91227,                0.79202,                0.89994,                0.68295,                 0.8884,                 0.6702,                 1.1009,             7.4232e-05,             7.4232e-05,             7.4232e-05
                    117,                 1.0053,                0.82813,                 1.1613,                0.89885,                0.79958,                0.89506,                0.68414,                0.87644,                0.65966,                 1.0945,              7.384e-05,              7.384e-05,              7.384e-05
                    118,                0.96766,                0.83572,                 1.1638,                0.86864,                0.82733,                0.90167,                0.67983,                0.89366,                0.66129,                 1.1012,             7.3447e-05,             7.3447e-05,             7.3447e-05
                    119,                 1.0056,                0.83682,                 1.1678,                0.88463,                0.82059,                0.90515,                0.69005,                0.88422,                0.65841,                 1.0968,             7.3054e-05,             7.3054e-05,             7.3054e-05
                    120,                0.99931,                 0.8551,                 1.1829,                0.87136,                0.82429,                0.90523,                0.68813,                0.88056,                0.65464,                 1.0932,             7.2661e-05,             7.2661e-05,             7.2661e-05
                    121,                0.99862,                0.82047,                  1.183,                0.86248,                0.82061,                0.89738,                0.69737,                0.87142,                0.65326,                 1.0871,             7.2269e-05,             7.2269e-05,             7.2269e-05
                    122,                 1.0036,                0.81158,                 1.1505,                0.89273,                0.81528,                0.90696,                0.69834,                0.87882,                0.65213,                 1.0978,             7.1876e-05,             7.1876e-05,             7.1876e-05
                    123,                0.98227,                0.82156,                 1.1432,                0.89269,                 0.8233,                0.91081,                0.68963,                0.86793,                0.65006,                 1.0886,             7.1483e-05,             7.1483e-05,             7.1483e-05
                    124,                 1.0372,                0.84854,                 1.1866,                0.90157,                0.81895,                0.91294,                0.70218,                0.86618,                0.65529,                 1.0882,             7.1091e-05,             7.1091e-05,             7.1091e-05
                    125,                0.99271,                0.83033,                 1.1784,                0.90614,                0.81561,                0.90704,                0.69054,                0.87801,                0.65541,                 1.0928,             7.0698e-05,             7.0698e-05,             7.0698e-05
                    126,                 1.0194,                0.83496,                 1.1763,                 0.8884,                0.82475,                0.90748,                0.69048,                0.88316,                0.65456,                 1.0926,             7.0305e-05,             7.0305e-05,             7.0305e-05
                    127,                 1.0283,                0.85774,                 1.1768,                 0.8942,                0.83048,                0.90801,                0.69213,                0.87693,                 0.6458,                 1.0879,             6.9912e-05,             6.9912e-05,             6.9912e-05
                    128,                  1.002,                0.87289,                 1.1939,                0.89594,                0.82646,                 0.9135,                0.69297,                0.86217,                0.64286,                 1.0813,              6.952e-05,              6.952e-05,              6.952e-05
                    129,                0.99344,                0.80601,                 1.1685,                0.90645,                0.82656,                0.91392,                0.70683,                0.86089,                0.64421,                 1.0738,             6.9127e-05,             6.9127e-05,             6.9127e-05
                    130,                0.98853,                0.81228,                 1.1682,                0.90775,                0.82366,                0.91387,                0.69935,                0.86348,                0.64001,                 1.0857,             6.8734e-05,             6.8734e-05,             6.8734e-05
                    131,                0.96551,                0.84106,                 1.1675,                0.84385,                0.85858,                0.91328,                0.70243,                0.85886,                0.64409,                 1.0775,             6.8342e-05,             6.8342e-05,             6.8342e-05
                    132,                0.96392,                0.83324,                 1.1704,                0.90832,                0.80646,                0.90456,                0.69444,                0.86663,                0.64649,                 1.0861,             6.7949e-05,             6.7949e-05,             6.7949e-05
                    133,                 1.0191,                0.87619,                 1.1795,                0.86875,                0.83145,                0.90583,                0.69929,                0.86131,                0.64316,                 1.0789,             6.7556e-05,             6.7556e-05,             6.7556e-05
                    134,                 0.9855,                0.82299,                 1.1594,                0.86413,                 0.8408,                 0.9069,                0.69985,                0.85111,                0.63695,                 1.0747,             6.7164e-05,             6.7164e-05,             6.7164e-05
                    135,                0.99313,                0.83136,                 1.1828,                0.85858,                0.85143,                0.91262,                0.70532,                0.85193,                0.64003,                 1.0782,             6.6771e-05,             6.6771e-05,             6.6771e-05
                    136,                0.94873,                0.79921,                 1.1318,                0.84118,                0.86495,                0.91294,                0.70318,                0.85813,                0.63597,                 1.0789,             6.6378e-05,             6.6378e-05,             6.6378e-05
                    137,                0.99164,                0.80849,                 1.1642,                0.89223,                0.83554,                  0.912,                0.69888,                0.84985,                0.63937,                 1.0801,             6.5986e-05,             6.5986e-05,             6.5986e-05
                    138,                0.93823,                0.80239,                 1.1698,                0.84382,                0.85739,                0.90899,                0.69786,                0.84534,                0.63244,                 1.0761,             6.5593e-05,             6.5593e-05,             6.5593e-05
                    139,                0.94335,                0.78746,                 1.1428,                0.85797,                0.84319,                 0.9059,                0.69486,                0.85232,                0.63526,                 1.0801,               6.52e-05,               6.52e-05,               6.52e-05
                    140,                0.95218,                0.80284,                 1.1457,                0.87753,                 0.8447,                0.91225,                0.71059,                 0.8411,                0.62507,                 1.0784,             6.4807e-05,             6.4807e-05,             6.4807e-05
                    141,                0.96351,                0.77965,                 1.1523,                0.89664,                 0.8281,                0.91296,                 0.7011,                0.84911,                0.63276,                 1.0803,             6.4415e-05,             6.4415e-05,             6.4415e-05
                    142,                0.95502,                0.79881,                 1.1432,                0.91584,                0.81578,                 0.9151,                0.71115,                0.84841,                0.62365,                 1.0835,             6.4022e-05,             6.4022e-05,             6.4022e-05
                    143,                0.96485,                0.78615,                  1.138,                0.90193,                0.83748,                 0.9153,                0.70832,                0.84118,                0.62172,                 1.0714,             6.3629e-05,             6.3629e-05,             6.3629e-05
                    144,                0.95614,                0.79633,                 1.1535,                0.89702,                0.84222,                0.91535,                0.70812,                0.83834,                 0.6215,                 1.0721,             6.3237e-05,             6.3237e-05,             6.3237e-05
                    145,                 1.0177,                0.85401,                 1.1951,                0.91196,                0.84552,                0.92018,                0.70406,                0.84627,                0.62074,                 1.0727,             6.2844e-05,             6.2844e-05,             6.2844e-05
                    146,                 0.9581,                0.81059,                 1.1469,                0.86973,                0.85365,                0.91735,                0.70663,                0.84384,                0.62812,                 1.0691,             6.2451e-05,             6.2451e-05,             6.2451e-05
                    147,                 0.9844,                0.83375,                 1.1865,                0.90969,                0.82132,                0.90958,                 0.7036,                0.84151,                0.62756,                 1.0734,             6.2059e-05,             6.2059e-05,             6.2059e-05
