                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                   1563,                0.78392,                0.69382,                 1.0885,                0.93935,                0.88479,                0.93382,                0.79254,                0.62555,                0.51778,                0.98184,              0.0084546,              0.0084546,              0.0084546
                   1564,                0.78101,                0.67057,                  1.084,                0.94486,                0.88693,                0.93684,                0.79624,                0.62462,                0.51709,                0.98199,              0.0084536,              0.0084536,              0.0084536
                   1565,                0.81002,                0.69388,                 1.0674,                0.94233,                 0.8877,                0.93516,                 0.7922,                0.62756,                0.52282,                0.98521,              0.0084526,              0.0084526,              0.0084526
                   1566,                0.80311,                0.69557,                 1.0905,                0.92346,                0.89829,                0.93537,                0.79481,                0.62532,                0.52254,                  0.983,              0.0084516,              0.0084516,              0.0084516
                   1567,                0.78299,                0.66853,                 1.1036,                0.92091,                0.89912,                0.93456,                0.80048,                0.61965,                0.52027,                0.97918,              0.0084507,              0.0084507,              0.0084507
                   1568,                0.79045,                0.66955,                 1.0804,                0.92263,                0.89398,                0.93329,                0.79688,                0.61886,                0.51537,                0.98276,              0.0084497,              0.0084497,              0.0084497
                   1569,                0.77863,                0.66749,                 1.0747,                0.93442,                0.88017,                0.93475,                0.79643,                 0.6219,                0.51731,                0.98255,              0.0084487,              0.0084487,              0.0084487
                   1570,                0.79809,                 0.6805,                 1.0858,                0.91836,                0.89102,                0.93593,                0.80024,                0.61804,                  0.516,                0.98104,              0.0084477,              0.0084477,              0.0084477
                   1571,                0.78871,                0.66713,                 1.0823,                0.90911,                0.89703,                0.93449,                0.79955,                0.61493,                0.51313,                0.98054,              0.0084467,              0.0084467,              0.0084467
                   1572,                0.74887,                 0.6636,                 1.0815,                0.91466,                0.89998,                0.93693,                0.80261,                0.61598,                0.51006,                0.98066,              0.0084457,              0.0084457,              0.0084457
                   1573,                0.79878,                0.67855,                 1.0826,                0.93232,                0.88778,                0.93523,                 0.7982,                 0.6154,                0.50649,                0.97933,              0.0084447,              0.0084447,              0.0084447
                   1574,                0.84353,                0.70687,                 1.0862,                0.94086,                0.88361,                0.93528,                 0.8003,                0.61936,                0.50683,                0.97962,              0.0084437,              0.0084437,              0.0084437
                   1575,                0.81141,                0.69655,                 1.1264,                0.93158,                 0.8979,                0.93715,                0.80321,                0.61736,                0.50668,                0.97928,              0.0084427,              0.0084427,              0.0084427
                   1576,                0.79246,                0.67379,                 1.0859,                0.93554,                0.88626,                0.93465,                0.79743,                0.61816,                0.51093,                0.98061,              0.0084417,              0.0084417,              0.0084417
                   1577,                 0.8099,                0.70597,                  1.081,                0.93308,                0.89048,                0.93571,                 0.7973,                0.61881,                0.51289,                0.98192,              0.0084408,              0.0084408,              0.0084408
                   1578,                0.83454,                 0.7202,                 1.1051,                0.93563,                0.88166,                0.93187,                0.79843,                0.61478,                0.51333,                0.97798,              0.0084398,              0.0084398,              0.0084398
                   1579,                0.81559,                 0.7003,                 1.0918,                0.91743,                  0.895,                0.93125,                0.80101,                 0.6136,                0.51145,                0.97802,              0.0084388,              0.0084388,              0.0084388
                   1580,                0.82292,                0.68676,                 1.0864,                0.91652,                 0.8879,                0.93186,                0.80021,                0.61517,                0.50976,                0.97979,              0.0084378,              0.0084378,              0.0084378
                   1581,                0.75932,                0.68034,                 1.0768,                0.94022,                0.88397,                0.93387,                0.80122,                0.60983,                0.50509,                0.98103,              0.0084368,              0.0084368,              0.0084368
                   1582,                0.80211,                0.68145,                 1.0848,                0.94106,                0.88494,                 0.9342,                 0.8066,                0.61458,                0.50624,                0.98399,              0.0084358,              0.0084358,              0.0084358
                   1583,                0.76816,                0.66175,                 1.0669,                0.93527,                0.89451,                0.93526,                0.80436,                0.61227,                 0.5035,                0.98173,              0.0084348,              0.0084348,              0.0084348
                   1584,                0.76723,                0.65391,                 1.0673,                0.93374,                0.89312,                0.93532,                0.79993,                0.61388,                0.50076,                0.98014,              0.0084338,              0.0084338,              0.0084338
                   1585,                0.80456,                 0.6919,                 1.0854,                0.93182,                0.89892,                 0.9404,                 0.8012,                0.61077,                0.50104,                0.97857,              0.0084328,              0.0084328,              0.0084328
                   1586,                0.80453,                0.68701,                 1.0876,                 0.9471,                0.88027,                0.93827,                0.80273,                0.61014,                0.49848,                0.97659,              0.0084318,              0.0084318,              0.0084318
                   1587,                0.79528,                0.66477,                 1.0575,                0.94707,                0.88916,                0.93952,                0.80173,                0.60844,                0.50232,                0.97721,              0.0084309,              0.0084309,              0.0084309
                   1588,                0.80454,                0.69476,                 1.0856,                0.94151,                0.88974,                0.93918,                0.80358,                 0.6166,                0.50437,                0.98024,              0.0084299,              0.0084299,              0.0084299
                   1589,                0.79721,                0.66385,                 1.0784,                0.94535,                 0.8838,                0.93915,                0.80141,                 0.6165,                 0.5028,                0.97746,              0.0084289,              0.0084289,              0.0084289
                   1590,                0.78109,                0.70135,                 1.0926,                0.92769,                0.89567,                0.94036,                0.80184,                0.61828,                  0.503,                0.97828,              0.0084279,              0.0084279,              0.0084279
                   1591,                0.79266,                 0.6805,                 1.0808,                0.94915,                0.87365,                0.93793,                0.80064,                0.61816,                0.50323,                0.97609,              0.0084269,              0.0084269,              0.0084269
                   1592,                0.77683,                0.65889,                 1.0577,                0.92861,                0.89385,                0.93826,                0.79738,                0.61907,                0.50406,                0.97728,              0.0084259,              0.0084259,              0.0084259
                   1593,                0.81149,                0.69329,                 1.1001,                0.93307,                0.89068,                0.93898,                0.80366,                0.62143,                0.50549,                0.97891,              0.0084249,              0.0084249,              0.0084249
                   1594,                0.82763,                0.68653,                 1.0758,                0.93217,                0.88959,                0.93802,                0.79884,                0.61808,                0.50815,                0.97812,              0.0084239,              0.0084239,              0.0084239
                   1595,                0.78161,                0.66884,                 1.0729,                0.92391,                0.88601,                0.93612,                0.80377,                0.61495,                0.50561,                0.97724,              0.0084229,              0.0084229,              0.0084229
                   1596,                0.79971,                0.69236,                 1.0992,                0.91751,                0.90198,                0.93957,                0.80451,                0.61037,                 0.5006,                0.97478,              0.0084219,              0.0084219,              0.0084219
                   1597,                0.80198,                0.69005,                 1.0995,                0.93499,                0.88725,                0.94203,                0.80627,                0.60577,                0.49859,                0.97446,              0.0084209,              0.0084209,              0.0084209
                   1598,                0.78255,                0.67845,                 1.0811,                0.94378,                0.87816,                0.93512,                0.80284,                0.60829,                0.50116,                0.97535,                0.00842,                0.00842,                0.00842
                   1599,                0.78604,                0.65993,                 1.1115,                0.92458,                0.89799,                0.94008,                 0.8031,                0.60838,                0.50402,                0.97605,               0.008419,               0.008419,               0.008419
                   1600,                0.78198,                0.67929,                  1.098,                0.94578,                0.88529,                0.93688,                0.80039,                 0.6131,                0.50227,                0.97723,               0.008418,               0.008418,               0.008418
                   1601,                0.84175,                0.71657,                 1.0966,                0.95455,                0.87493,                0.93826,                0.79532,                0.61773,                0.50407,                 0.9803,               0.008417,               0.008417,               0.008417
                   1602,                0.78745,                0.66886,                 1.0952,                0.94744,                0.88688,                0.93702,                0.80054,                0.62446,                0.50775,                0.98372,               0.008416,               0.008416,               0.008416
                   1603,                0.78298,                0.65632,                 1.0755,                 0.9388,                0.89021,                0.93906,                0.80174,                0.61797,                 0.5054,                0.98142,               0.008415,               0.008415,               0.008415
                   1604,                0.79909,                0.67849,                 1.1021,                0.93448,                0.88348,                0.93853,                0.80415,                0.61492,                0.50407,                 0.9788,               0.008414,               0.008414,               0.008414
                   1605,                  0.794,                0.68608,                 1.0998,                0.93579,                0.89425,                0.94054,                 0.8028,                0.61558,                0.50996,                0.97969,               0.008413,               0.008413,               0.008413
                   1606,                0.78927,                0.68114,                 1.0738,                0.94249,                0.88683,                 0.9432,                0.80392,                0.60819,                0.50425,                0.97672,               0.008412,               0.008412,               0.008412
                   1607,                 0.7889,                0.66948,                 1.0771,                0.92721,                0.89964,                0.93924,                0.80749,                0.60727,                0.50616,                0.97696,               0.008411,               0.008411,               0.008411
                   1608,                  0.836,                0.70534,                 1.1076,                  0.944,                0.88173,                0.93805,                0.80592,                0.60532,                0.50452,                0.97532,              0.0084101,              0.0084101,              0.0084101
                   1609,                0.79723,                0.67193,                 1.0835,                0.94286,                0.88068,                0.93634,                0.80655,                 0.6078,                0.50631,                0.97461,              0.0084091,              0.0084091,              0.0084091
                   1610,                0.79868,                0.70777,                 1.0989,                0.94777,                0.87952,                 0.9377,                0.80922,                0.59756,                0.50039,                0.96967,              0.0084081,              0.0084081,              0.0084081
                   1611,                0.76018,                0.64924,                 1.0698,                0.93806,                0.88427,                  0.939,                0.81012,                0.59889,                0.50249,                0.96982,              0.0084071,              0.0084071,              0.0084071
                   1612,                0.77967,                0.65629,                 1.0846,                0.91106,                0.90833,                0.93936,                0.81077,                0.60413,                0.50464,                0.97118,              0.0084061,              0.0084061,              0.0084061
                   1613,                 0.7704,                0.65421,                 1.0643,                0.92095,                0.90027,                0.94238,                0.80991,                0.61355,                0.50614,                0.97584,              0.0084051,              0.0084051,              0.0084051
                   1614,                0.82174,                0.67927,                  1.105,                0.93421,                0.89101,                0.93865,                0.80822,                0.61685,                0.50453,                0.97754,              0.0084041,              0.0084041,              0.0084041
                   1615,                0.79823,                0.68179,                 1.0992,                0.92922,                0.89644,                0.93748,                0.80662,                0.61397,                0.50601,                0.97615,              0.0084031,              0.0084031,              0.0084031
                   1616,                0.78228,                0.66575,                 1.0849,                0.91444,                0.90083,                0.93677,                0.80908,                0.61319,                 0.5086,                 0.9746,              0.0084021,              0.0084021,              0.0084021
                   1617,                0.78146,                0.68284,                 1.1074,                0.91954,                0.89592,                0.93699,                0.80627,                0.61375,                0.50764,                 0.9748,              0.0084012,              0.0084012,              0.0084012
                   1618,                0.74062,                0.66223,                 1.0869,                0.92286,                0.89335,                0.94062,                0.80611,                0.61709,                0.51256,                0.97574,              0.0084002,              0.0084002,              0.0084002
                   1619,                0.78734,                0.67161,                 1.0694,                0.93586,                0.88948,                0.93995,                0.80629,                 0.6157,                0.50718,                0.97445,              0.0083992,              0.0083992,              0.0083992
                   1620,                0.78958,                0.68358,                 1.0746,                0.91427,                0.90307,                0.93792,                0.80226,                 0.6192,                0.50567,                0.97637,              0.0083982,              0.0083982,              0.0083982
                   1621,                0.76357,                 0.6565,                 1.0756,                0.93721,                0.88932,                0.93765,                0.80378,                0.61407,                0.50429,                0.97571,              0.0083972,              0.0083972,              0.0083972
                   1622,                 0.7627,                0.65055,                 1.0742,                0.91897,                0.89563,                0.93909,                0.79972,                0.61411,                0.50419,                0.97495,              0.0083962,              0.0083962,              0.0083962
                   1623,                0.77262,                0.66576,                 1.0963,                 0.9193,                0.90249,                0.93797,                0.80381,                0.61182,                0.50404,                0.97492,              0.0083952,              0.0083952,              0.0083952
                   1624,                0.77561,                0.65004,                 1.0734,                0.93323,                0.89925,                 0.9384,                0.79965,                0.60889,                0.50093,                0.97447,              0.0083942,              0.0083942,              0.0083942
                   1625,                0.77031,                0.66961,                 1.0848,                0.92536,                0.90458,                0.94528,                0.79994,                0.60825,                0.50256,                0.97297,              0.0083932,              0.0083932,              0.0083932
                   1626,                0.78205,                0.66111,                 1.0712,                0.94272,                0.88681,                 0.9383,                0.80228,                0.60663,                0.50114,                0.97363,              0.0083922,              0.0083922,              0.0083922
                   1627,                0.76512,                0.66263,                 1.0526,                0.93801,                0.89539,                 0.9371,                0.79965,                 0.6041,                0.49692,                0.97252,              0.0083913,              0.0083913,              0.0083913
                   1628,                0.80055,                0.69349,                 1.1146,                0.94279,                0.88803,                0.93772,                0.79724,                0.60822,                0.49926,                0.97472,              0.0083903,              0.0083903,              0.0083903
                   1629,                0.79773,                0.68645,                 1.0939,                0.94736,                0.88681,                0.93642,                0.79826,                0.61102,                0.50384,                 0.9745,              0.0083893,              0.0083893,              0.0083893
                   1630,                0.79001,                0.67695,                 1.0858,                0.95336,                0.88215,                0.92982,                0.79614,                0.61805,                0.50459,                0.97768,              0.0083883,              0.0083883,              0.0083883
                   1631,                0.78767,                0.65529,                  1.064,                0.94631,                0.87942,                0.93072,                0.79536,                0.61515,                0.50104,                0.97821,              0.0083873,              0.0083873,              0.0083873
                   1632,                 0.7958,                 0.6795,                 1.0932,                 0.9358,                0.89135,                0.93507,                0.79734,                0.61293,                0.49861,                0.97896,              0.0083863,              0.0083863,              0.0083863
                   1633,                0.79088,                0.69767,                 1.1012,                0.93804,                0.88847,                0.93285,                0.80259,                 0.6138,                0.50026,                0.97765,              0.0083853,              0.0083853,              0.0083853
                   1634,                0.78316,                0.69622,                 1.0935,                0.93283,                0.89227,                0.93509,                0.80023,                0.61089,                0.49753,                0.97811,              0.0083843,              0.0083843,              0.0083843
                   1635,                0.74747,                0.64564,                  1.072,                 0.9387,                0.88416,                0.93346,                0.79937,                0.61069,                0.49793,                 0.9771,              0.0083833,              0.0083833,              0.0083833
                   1636,                 0.7754,                 0.6801,                 1.0939,                0.93481,                0.89006,                0.93582,                0.80109,                0.60276,                0.49244,                0.97096,              0.0083823,              0.0083823,              0.0083823
                   1637,                0.78223,                0.67636,                  1.096,                0.94391,                 0.8862,                0.93708,                0.79985,                0.60283,                0.49322,                0.97073,              0.0083814,              0.0083814,              0.0083814
                   1638,                0.79606,                0.69402,                 1.0724,                0.94569,                0.88589,                0.93719,                0.79649,                0.60569,                0.49619,                0.97113,              0.0083804,              0.0083804,              0.0083804
                   1639,                0.79413,                0.66299,                 1.0627,                0.95074,                0.88935,                0.93975,                0.80207,                0.60901,                0.49923,                0.97383,              0.0083794,              0.0083794,              0.0083794
                   1640,                0.77007,                0.66773,                 1.0703,                0.93838,                0.89352,                 0.9369,                 0.8022,                0.60491,                0.49577,                0.97043,              0.0083784,              0.0083784,              0.0083784
                   1641,                 0.7684,                0.66211,                 1.0742,                0.93793,                0.89543,                0.93776,                0.80323,                0.60402,                0.49924,                0.96946,              0.0083774,              0.0083774,              0.0083774
                   1642,                0.81973,                0.70856,                 1.1139,                0.93567,                 0.8922,                0.93744,                0.79881,                0.60158,                0.49828,                0.96973,              0.0083764,              0.0083764,              0.0083764
                   1643,                0.77561,                0.65151,                 1.0493,                0.94433,                0.88779,                0.93815,                0.79613,                0.60525,                0.49724,                0.97052,              0.0083754,              0.0083754,              0.0083754
                   1644,                0.82931,                0.67294,                 1.0963,                0.94383,                 0.8806,                0.93781,                0.79832,                0.60842,                0.49927,                0.97294,              0.0083744,              0.0083744,              0.0083744
                   1645,                0.77077,                0.66343,                 1.0836,                0.92507,                0.89537,                0.93541,                0.80572,                0.60446,                0.50341,                 0.9704,              0.0083734,              0.0083734,              0.0083734
                   1646,                0.80115,                0.67034,                 1.0817,                0.93711,                 0.8874,                0.93429,                0.80231,                0.60524,                0.50139,                0.96931,              0.0083724,              0.0083724,              0.0083724
                   1647,                 0.7722,                 0.6735,                 1.0989,                0.93815,                0.88586,                0.93569,                 0.8033,                0.60082,                0.50277,                0.96861,              0.0083715,              0.0083715,              0.0083715
                   1648,                0.81691,                0.70288,                 1.1085,                0.92706,                0.89581,                0.93855,                0.80517,                0.60284,                0.49949,                0.96825,              0.0083705,              0.0083705,              0.0083705
                   1649,                 0.7673,                0.68268,                 1.0878,                0.93116,                0.89222,                0.93949,                0.80429,                 0.6006,                0.49969,                 0.9683,              0.0083695,              0.0083695,              0.0083695
                   1650,                0.78942,                0.68444,                 1.0807,                0.92255,                0.89428,                0.93933,                0.80435,                0.60236,                0.50629,                0.96986,              0.0083685,              0.0083685,              0.0083685
                   1651,                0.79686,                0.68504,                 1.1168,                0.93171,                0.88817,                0.93586,                0.80245,                0.60538,                0.50351,                0.96879,              0.0083675,              0.0083675,              0.0083675
                   1652,                0.81493,                0.68455,                 1.0904,                0.93815,                0.88147,                0.93654,                0.80378,                0.60373,                0.50524,                0.96809,              0.0083665,              0.0083665,              0.0083665
                   1653,                0.77238,                0.67899,                 1.0954,                0.93674,                0.88132,                0.93463,                0.80147,                 0.6067,                0.50303,                0.97001,              0.0083655,              0.0083655,              0.0083655
                   1654,                0.77254,                0.64922,                 1.0757,                0.94515,                  0.877,                 0.9338,                0.80451,                0.60618,                0.50169,                0.97066,              0.0083645,              0.0083645,              0.0083645
                   1655,                0.79743,                0.69227,                 1.0917,                0.95029,                0.88009,                0.93898,                0.80629,                0.60971,                0.49914,                0.97087,              0.0083635,              0.0083635,              0.0083635
                   1656,                0.79195,                0.68311,                 1.0675,                0.94543,                0.88285,                0.93821,                0.80639,                0.61253,                0.50295,                0.97104,              0.0083625,              0.0083625,              0.0083625
                   1657,                0.79112,                0.70132,                 1.1031,                0.94092,                0.88523,                0.93686,                0.80869,                0.61045,                0.49804,                0.97073,              0.0083616,              0.0083616,              0.0083616
                   1658,                0.79733,                0.68903,                 1.1031,                0.94284,                0.87924,                0.93999,                0.80001,                0.61246,                0.50034,                0.97147,              0.0083606,              0.0083606,              0.0083606
                   1659,                0.82264,                0.68748,                  1.091,                0.93635,                 0.8792,                0.93863,                 0.8012,                0.61361,                0.50526,                0.97478,              0.0083596,              0.0083596,              0.0083596
                   1660,                0.79202,                0.65502,                 1.0528,                0.95291,                0.86549,                0.93853,                0.79905,                0.61605,                0.50425,                0.97389,              0.0083586,              0.0083586,              0.0083586
                   1661,                 0.7752,                0.68877,                  1.103,                0.92216,                0.89145,                0.93783,                0.79887,                0.61607,                0.50129,                0.97365,              0.0083576,              0.0083576,              0.0083576
                   1662,                0.83288,                0.69935,                 1.1017,                0.94445,                0.88055,                0.93631,                0.80094,                0.61334,                0.50044,                0.97318,              0.0083566,              0.0083566,              0.0083566
                   1663,                0.78049,                 0.6687,                 1.0925,                0.93825,                0.88253,                0.93487,                0.79863,                0.61235,                0.49858,                0.97266,              0.0083556,              0.0083556,              0.0083556
                   1664,                0.77747,                 0.6707,                 1.0747,                0.92896,                0.89368,                0.93627,                0.80076,                0.60959,                 0.4979,                 0.9709,              0.0083546,              0.0083546,              0.0083546
                   1665,                0.76091,                0.65256,                 1.0576,                0.94414,                0.88352,                0.93489,                0.80133,                0.60699,                0.49281,                0.96822,              0.0083536,              0.0083536,              0.0083536
                   1666,                0.76836,                0.64741,                 1.0544,                0.95046,                0.88166,                0.93306,                0.79761,                0.60506,                0.49191,                0.96783,              0.0083526,              0.0083526,              0.0083526
                   1667,                0.80687,                0.69989,                 1.1006,                 0.9382,                0.88019,                 0.9334,                0.79553,                 0.6036,                0.49559,                0.96742,              0.0083517,              0.0083517,              0.0083517
                   1668,                0.79689,                0.69331,                 1.0889,                0.94276,                0.89121,                0.93845,                0.80215,                0.60179,                0.49272,                0.96691,              0.0083507,              0.0083507,              0.0083507
                   1669,                0.81559,                0.70343,                 1.0827,                0.94096,                0.88537,                0.93731,                0.80159,                0.60412,                0.49868,                0.96885,              0.0083497,              0.0083497,              0.0083497
                   1670,                0.78388,                 0.6727,                 1.0657,                0.93471,                0.89269,                0.93641,                  0.798,                 0.6057,                 0.4988,                0.96873,              0.0083487,              0.0083487,              0.0083487
                   1671,                0.82758,                0.70075,                 1.0957,                0.93761,                0.88457,                0.93416,                0.79659,                0.60907,                0.50277,                0.97028,              0.0083477,              0.0083477,              0.0083477
                   1672,                0.77246,                0.65201,                 1.0537,                 0.9338,                0.89218,                0.93536,                0.79569,                0.61325,                 0.5026,                0.97031,              0.0083467,              0.0083467,              0.0083467
                   1673,                0.79725,                0.67306,                 1.0752,                  0.925,                 0.8967,                0.93525,                0.80112,                0.61436,                 0.5031,                0.97064,              0.0083457,              0.0083457,              0.0083457
                   1674,                0.78018,                0.66418,                 1.0713,                0.92621,                0.89628,                0.93678,                0.80178,                0.60837,                0.50634,                  0.968,              0.0083447,              0.0083447,              0.0083447
                   1675,                0.77472,                0.67036,                 1.0745,                0.93002,                0.89308,                0.94057,                0.80604,                0.59985,                0.49734,                0.96248,              0.0083437,              0.0083437,              0.0083437
                   1676,                0.78702,                 0.6987,                 1.0956,                 0.9307,                0.89313,                0.93835,                0.80668,                0.60046,                0.49852,                0.96329,              0.0083427,              0.0083427,              0.0083427
                   1677,                0.81625,                0.69403,                   1.08,                0.94735,                0.87754,                0.93686,                0.80691,                0.59902,                0.50025,                0.96344,              0.0083418,              0.0083418,              0.0083418
                   1678,                0.77154,                0.66856,                 1.0829,                0.94867,                0.87862,                0.94153,                0.80627,                0.59265,                0.49787,                 0.9617,              0.0083408,              0.0083408,              0.0083408
                   1679,                0.77291,                0.67235,                  1.096,                0.94939,                0.87871,                0.93593,                0.80083,                 0.6024,                0.49534,                0.96722,              0.0083398,              0.0083398,              0.0083398
                   1680,                0.76892,                0.65269,                 1.0609,                0.92979,                0.89413,                 0.9358,                0.79815,                 0.6038,                0.49629,                0.96943,              0.0083388,              0.0083388,              0.0083388
                   1681,                0.77623,                0.67008,                 1.0896,                0.94596,                0.88471,                0.93959,                0.80044,                0.60647,                0.49721,                0.97163,              0.0083378,              0.0083378,              0.0083378
                   1682,                0.77266,                 0.6671,                  1.069,                 0.9409,                0.88369,                0.93614,                0.80519,                0.60703,                0.49721,                0.97135,              0.0083368,              0.0083368,              0.0083368
                   1683,                0.82598,                 0.6921,                 1.0963,                0.95263,                0.87889,                 0.9365,                0.80208,                0.60075,                0.49555,                0.96893,              0.0083358,              0.0083358,              0.0083358
                   1684,                0.76762,                0.65996,                 1.0636,                0.95361,                0.87844,                0.93857,                0.80225,                  0.606,                0.49494,                0.96937,              0.0083348,              0.0083348,              0.0083348
                   1685,                0.79892,                0.67743,                 1.0836,                0.95023,                0.88185,                0.93557,                0.80514,                0.60344,                0.49257,                0.96856,              0.0083338,              0.0083338,              0.0083338
                   1686,                0.77991,                0.65324,                 1.0609,                0.94794,                0.88759,                 0.9394,                0.80668,                0.60506,                0.49229,                0.96985,              0.0083328,              0.0083328,              0.0083328
                   1687,                0.81924,                0.67631,                 1.0753,                0.94881,                 0.8875,                0.94051,                0.80591,                0.60527,                0.49617,                0.97028,              0.0083319,              0.0083319,              0.0083319
                   1688,                0.78813,                0.65712,                 1.0799,                0.93753,                0.89547,                0.93852,                0.80725,                0.60377,                0.49148,                0.97045,              0.0083309,              0.0083309,              0.0083309
                   1689,                0.78301,                0.65499,                 1.0556,                0.94451,                0.88768,                0.93831,                0.81171,                0.59637,                 0.4922,                0.96817,              0.0083299,              0.0083299,              0.0083299
                   1690,                0.76146,                0.67125,                  1.059,                0.93609,                0.89389,                0.94019,                0.81033,                0.60321,                0.49234,                0.96886,              0.0083289,              0.0083289,              0.0083289
                   1691,                0.77989,                0.66406,                 1.0774,                0.91475,                0.90603,                0.93871,                0.80745,                0.60299,                 0.4942,                0.96953,              0.0083279,              0.0083279,              0.0083279
                   1692,                0.82593,                0.71101,                 1.0924,                0.92459,                0.89908,                0.94022,                 0.8118,                0.60933,                0.49807,                0.97096,              0.0083269,              0.0083269,              0.0083269
                   1693,                0.76006,                0.66755,                 1.0693,                0.92758,                0.89841,                0.93858,                0.80799,                0.61021,                0.49376,                0.97406,              0.0083259,              0.0083259,              0.0083259
                   1694,                 0.7671,                0.67486,                 1.0905,                 0.9363,                0.89379,                   0.94,                0.80778,                0.61162,                0.48945,                0.97274,              0.0083249,              0.0083249,              0.0083249
                   1695,                0.79647,                0.65992,                 1.0752,                0.93619,                0.89122,                0.93694,                0.80976,                  0.605,                0.49225,                0.97231,              0.0083239,              0.0083239,              0.0083239
                   1696,                  0.766,                0.65572,                 1.0568,                0.94483,                0.89157,                 0.9413,                0.80972,                0.60145,                0.48855,                0.96786,              0.0083229,              0.0083229,              0.0083229
