                  epoch,                 0.conv,                   0.bn,                  0.act,                 1.conv,                   1.bn,                  1.act,             2.cv1.conv,               2.cv1.bn,              2.cv1.act,             2.cv2.conv,               2.cv2.bn,              2.cv2.act,         2.m.0.cv1.conv,           2.m.0.cv1.bn,          2.m.0.cv1.act,         2.m.0.cv2.conv,           2.m.0.cv2.bn,          2.m.0.cv2.act,                 3.conv,                   3.bn,                  3.act,             4.cv1.conv,               4.cv1.bn,              4.cv1.act,             4.cv2.conv,               4.cv2.bn,              4.cv2.act,         4.m.0.cv1.conv,           4.m.0.cv1.bn,          4.m.0.cv1.act,         4.m.0.cv2.conv,           4.m.0.cv2.bn,          4.m.0.cv2.act,         4.m.1.cv1.conv,           4.m.1.cv1.bn,          4.m.1.cv1.act,         4.m.1.cv2.conv,           4.m.1.cv2.bn,          4.m.1.cv2.act,                 5.conv,                   5.bn,                  5.act,             6.cv1.conv,               6.cv1.bn,              6.cv1.act,             6.cv2.conv,               6.cv2.bn,              6.cv2.act,         6.m.0.cv1.conv,           6.m.0.cv1.bn,          6.m.0.cv1.act,         6.m.0.cv2.conv,           6.m.0.cv2.bn,          6.m.0.cv2.act,         6.m.1.cv1.conv,           6.m.1.cv1.bn,          6.m.1.cv1.act,         6.m.1.cv2.conv,           6.m.1.cv2.bn,          6.m.1.cv2.act,                 7.conv,                   7.bn,                  7.act,             8.cv1.conv,               8.cv1.bn,              8.cv1.act,             8.cv2.conv,               8.cv2.bn,              8.cv2.act,         8.m.0.cv1.conv,           8.m.0.cv1.bn,          8.m.0.cv1.act,         8.m.0.cv2.conv,           8.m.0.cv2.bn,          8.m.0.cv2.act,             9.cv1.conv,               9.cv1.bn,              9.cv1.act,             9.cv2.conv,               9.cv2.bn,              9.cv2.act,                    9.m,                     10,                     11,            12.cv1.conv,              12.cv1.bn,             12.cv1.act,            12.cv2.conv,              12.cv2.bn,             12.cv2.act,        12.m.0.cv1.conv,          12.m.0.cv1.bn,         12.m.0.cv1.act,        12.m.0.cv2.conv,          12.m.0.cv2.bn,         12.m.0.cv2.act,                     13,                     14,            15.cv1.conv,              15.cv1.bn,             15.cv1.act,            15.cv2.conv,              15.cv2.bn,             15.cv2.act,        15.m.0.cv1.conv,          15.m.0.cv1.bn,         15.m.0.cv1.act,        15.m.0.cv2.conv,          15.m.0.cv2.bn,         15.m.0.cv2.act,                16.conv,                  16.bn,16.node.surrogate_function,                     17,            18.cv1.conv,              18.cv1.bn,             18.cv1.act,            18.cv2.conv,              18.cv2.bn,             18.cv2.act,        18.m.0.cv1.conv,          18.m.0.cv1.bn,18.m.0.cv1.node.surrogate_function,        18.m.0.cv2.conv,          18.m.0.cv2.bn,         18.m.0.cv2.act,                19.conv,                  19.bn,19.node.surrogate_function,                     20,            21.cv1.conv,              21.cv1.bn,             21.cv1.act,            21.cv2.conv,              21.cv2.bn,21.cv2.node.surrogate_function,        21.m.0.cv1.conv,          21.m.0.cv1.bn,21.m.0.cv1.node.surrogate_function,        21.m.0.cv2.conv,          21.m.0.cv2.bn,21.m.0.cv2.node.surrogate_function,        22.cv2.0.0.conv,          22.cv2.0.0.bn,         22.cv2.0.0.act,        22.cv2.0.1.conv,          22.cv2.0.1.bn,         22.cv2.0.1.act,             22.cv2.0.2,        22.cv2.1.0.conv,          22.cv2.1.0.bn,         22.cv2.1.0.act,        22.cv2.1.1.conv,          22.cv2.1.1.bn,         22.cv2.1.1.act,             22.cv2.1.2,        22.cv2.2.0.conv,          22.cv2.2.0.bn,         22.cv2.2.0.act,        22.cv2.2.1.conv,          22.cv2.2.1.bn,         22.cv2.2.1.act,             22.cv2.2.2,        22.cv3.0.0.conv,          22.cv3.0.0.bn,         22.cv3.0.0.act,        22.cv3.0.1.conv,          22.cv3.0.1.bn,         22.cv3.0.1.act,             22.cv3.0.2,        22.cv3.1.0.conv,          22.cv3.1.0.bn,         22.cv3.1.0.act,        22.cv3.1.1.conv,          22.cv3.1.1.bn,         22.cv3.1.1.act,             22.cv3.1.2,        22.cv3.2.0.conv,          22.cv3.2.0.bn,         22.cv3.2.0.act,        22.cv3.2.1.conv,          22.cv3.2.1.bn,         22.cv3.2.1.act,             22.cv3.2.2,            22.dfl.conv
                      1,             5.6623e+09,             4.1943e+08,             1.0486e+09,             1.5099e+10,             2.0972e+08,             5.2429e+08,             3.3554e+09,             2.0972e+08,             5.2429e+08,             5.0332e+09,             2.0972e+08,             5.2429e+08,             7.5497e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             1.0486e+08,             2.6214e+08,             1.5099e+10,             1.0486e+08,             2.6214e+08,             3.3554e+09,             1.0486e+08,             2.6214e+08,             6.7109e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             1.5099e+10,             5.2429e+07,             1.3107e+08,             3.3554e+09,             5.2429e+07,             1.3107e+08,             6.7109e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             1.5099e+10,             2.6214e+07,             6.5536e+07,             3.3554e+09,             2.6214e+07,             6.5536e+07,             5.0332e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             1.3107e+07,             3.2768e+07,             7.5497e+09,             1.3107e+07,             3.2768e+07,             1.6777e+09,             1.3107e+07,             3.2768e+07,             6.7109e+09,             2.6214e+07,             6.5536e+07,             1.9661e+07,             3.2768e+06,                      0,             1.0066e+10,             5.2429e+07,             1.3107e+08,             5.0332e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             6.5536e+06,                      0,             1.0066e+10,             1.0486e+08,             2.6214e+08,             5.0332e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             2.5731e+09,             2.6214e+07,             1.3107e+07,                      0,             5.0332e+09,             5.2429e+07,             1.3107e+08,             5.0332e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             1.3107e+07,              2.131e+08,             2.6214e+07,             6.5536e+07,             1.0308e+09,             1.3107e+07,             6.5536e+06,                      0,             5.0332e+09,             2.6214e+07,             6.5536e+07,             5.8436e+08,             2.6214e+07,             1.3107e+07,             1.1817e+09,             1.3107e+07,             6.5536e+06,             3.0814e+08,             1.3107e+07,             6.5536e+06,             3.0199e+10,             1.0486e+08,             2.6214e+08,             3.0199e+10,             1.0486e+08,             2.6214e+08,             3.4079e+09,             1.5099e+10,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             8.5197e+08,             2.0163e+08,             6.5536e+06,             1.6384e+07,             1.8874e+09,             6.5536e+06,             1.6384e+07,             2.1299e+08,             3.7749e+10,             1.3107e+08,             3.2768e+08,             4.7186e+10,             1.3107e+08,             3.2768e+08,             5.3084e+09,             1.8874e+10,             3.2768e+07,              8.192e+07,             1.1796e+10,             3.2768e+07,              8.192e+07,             1.3271e+09,             2.5204e+08,              8.192e+06,              2.048e+07,             2.9491e+09,              8.192e+06,              2.048e+07,             3.3178e+08,                      0
                      2,             5.6623e+09,             4.1943e+08,             1.0486e+09,             1.5099e+10,             2.0972e+08,             5.2429e+08,             3.3554e+09,             2.0972e+08,             5.2429e+08,             5.0332e+09,             2.0972e+08,             5.2429e+08,             7.5497e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             1.0486e+08,             2.6214e+08,             1.5099e+10,             1.0486e+08,             2.6214e+08,             3.3554e+09,             1.0486e+08,             2.6214e+08,             6.7109e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             1.5099e+10,             5.2429e+07,             1.3107e+08,             3.3554e+09,             5.2429e+07,             1.3107e+08,             6.7109e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             1.5099e+10,             2.6214e+07,             6.5536e+07,             3.3554e+09,             2.6214e+07,             6.5536e+07,             5.0332e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             1.3107e+07,             3.2768e+07,             7.5497e+09,             1.3107e+07,             3.2768e+07,             1.6777e+09,             1.3107e+07,             3.2768e+07,             6.7109e+09,             2.6214e+07,             6.5536e+07,             1.9661e+07,             3.2768e+06,                      0,             1.0066e+10,             5.2429e+07,             1.3107e+08,             5.0332e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             6.5536e+06,                      0,             1.0066e+10,             1.0486e+08,             2.6214e+08,             5.0332e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             2.5729e+09,             2.6214e+07,             1.3107e+07,                      0,             5.0332e+09,             5.2429e+07,             1.3107e+08,             5.0332e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             1.3107e+07,             2.1433e+08,             2.6214e+07,             6.5536e+07,              1.032e+09,             1.3107e+07,             6.5536e+06,                      0,             5.0332e+09,             2.6214e+07,             6.5536e+07,             5.8565e+08,             2.6214e+07,             1.3107e+07,             1.1837e+09,             1.3107e+07,             6.5536e+06,             3.0732e+08,             1.3107e+07,             6.5536e+06,             3.0199e+10,             1.0486e+08,             2.6214e+08,             3.0199e+10,             1.0486e+08,             2.6214e+08,             3.4079e+09,             1.5099e+10,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             8.5197e+08,             2.0182e+08,             6.5536e+06,             1.6384e+07,             1.8874e+09,             6.5536e+06,             1.6384e+07,             2.1299e+08,             3.7749e+10,             1.3107e+08,             3.2768e+08,             4.7186e+10,             1.3107e+08,             3.2768e+08,             5.3084e+09,             1.8874e+10,             3.2768e+07,              8.192e+07,             1.1796e+10,             3.2768e+07,              8.192e+07,             1.3271e+09,             2.5227e+08,              8.192e+06,              2.048e+07,             2.9491e+09,              8.192e+06,              2.048e+07,             3.3178e+08,                      0
                      3,             5.6623e+09,             4.1943e+08,             1.0486e+09,             1.5099e+10,             2.0972e+08,             5.2429e+08,             3.3554e+09,             2.0972e+08,             5.2429e+08,             5.0332e+09,             2.0972e+08,             5.2429e+08,             7.5497e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             1.0486e+08,             2.6214e+08,             1.5099e+10,             1.0486e+08,             2.6214e+08,             3.3554e+09,             1.0486e+08,             2.6214e+08,             6.7109e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             1.5099e+10,             5.2429e+07,             1.3107e+08,             3.3554e+09,             5.2429e+07,             1.3107e+08,             6.7109e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             1.5099e+10,             2.6214e+07,             6.5536e+07,             3.3554e+09,             2.6214e+07,             6.5536e+07,             5.0332e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             1.3107e+07,             3.2768e+07,             7.5497e+09,             1.3107e+07,             3.2768e+07,             1.6777e+09,             1.3107e+07,             3.2768e+07,             6.7109e+09,             2.6214e+07,             6.5536e+07,             1.9661e+07,             3.2768e+06,                      0,             1.0066e+10,             5.2429e+07,             1.3107e+08,             5.0332e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             6.5536e+06,                      0,             1.0066e+10,             1.0486e+08,             2.6214e+08,             5.0332e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             2.5731e+09,             2.6214e+07,             1.3107e+07,                      0,             5.0332e+09,             5.2429e+07,             1.3107e+08,             5.0332e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             1.3107e+07,             2.1457e+08,             2.6214e+07,             6.5536e+07,             1.0319e+09,             1.3107e+07,             6.5536e+06,                      0,             5.0332e+09,             2.6214e+07,             6.5536e+07,             5.8464e+08,             2.6214e+07,             1.3107e+07,             1.1812e+09,             1.3107e+07,             6.5536e+06,             3.0846e+08,             1.3107e+07,             6.5536e+06,             3.0199e+10,             1.0486e+08,             2.6214e+08,             3.0199e+10,             1.0486e+08,             2.6214e+08,             3.4079e+09,             1.5099e+10,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             8.5197e+08,             2.0174e+08,             6.5536e+06,             1.6384e+07,             1.8874e+09,             6.5536e+06,             1.6384e+07,             2.1299e+08,             3.7749e+10,             1.3107e+08,             3.2768e+08,             4.7186e+10,             1.3107e+08,             3.2768e+08,             5.3084e+09,             1.8874e+10,             3.2768e+07,              8.192e+07,             1.1796e+10,             3.2768e+07,              8.192e+07,             1.3271e+09,             2.5218e+08,              8.192e+06,              2.048e+07,             2.9491e+09,              8.192e+06,              2.048e+07,             3.3178e+08,                      0
                      4,             5.6623e+09,             4.1943e+08,             1.0486e+09,             1.5099e+10,             2.0972e+08,             5.2429e+08,             3.3554e+09,             2.0972e+08,             5.2429e+08,             5.0332e+09,             2.0972e+08,             5.2429e+08,             7.5497e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             1.0486e+08,             2.6214e+08,             1.5099e+10,             1.0486e+08,             2.6214e+08,             3.3554e+09,             1.0486e+08,             2.6214e+08,             6.7109e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             1.5099e+10,             5.2429e+07,             1.3107e+08,             3.3554e+09,             5.2429e+07,             1.3107e+08,             6.7109e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             1.5099e+10,             2.6214e+07,             6.5536e+07,             3.3554e+09,             2.6214e+07,             6.5536e+07,             5.0332e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             1.3107e+07,             3.2768e+07,             7.5497e+09,             1.3107e+07,             3.2768e+07,             1.6777e+09,             1.3107e+07,             3.2768e+07,             6.7109e+09,             2.6214e+07,             6.5536e+07,             1.9661e+07,             3.2768e+06,                      0,             1.0066e+10,             5.2429e+07,             1.3107e+08,             5.0332e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             6.5536e+06,                      0,             1.0066e+10,             1.0486e+08,             2.6214e+08,             5.0332e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             2.5743e+09,             2.6214e+07,             1.3107e+07,                      0,             5.0332e+09,             5.2429e+07,             1.3107e+08,             5.0332e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             1.3107e+07,             2.1629e+08,             2.6214e+07,             6.5536e+07,             1.0318e+09,             1.3107e+07,             6.5536e+06,                      0,             5.0332e+09,             2.6214e+07,             6.5536e+07,             5.8537e+08,             2.6214e+07,             1.3107e+07,             1.1825e+09,             1.3107e+07,             6.5536e+06,             3.0797e+08,             1.3107e+07,             6.5536e+06,             3.0199e+10,             1.0486e+08,             2.6214e+08,             3.0199e+10,             1.0486e+08,             2.6214e+08,             3.4079e+09,             1.5099e+10,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             8.5197e+08,             2.0241e+08,             6.5536e+06,             1.6384e+07,             1.8874e+09,             6.5536e+06,             1.6384e+07,             2.1299e+08,             3.7749e+10,             1.3107e+08,             3.2768e+08,             4.7186e+10,             1.3107e+08,             3.2768e+08,             5.3084e+09,             1.8874e+10,             3.2768e+07,              8.192e+07,             1.1796e+10,             3.2768e+07,              8.192e+07,             1.3271e+09,             2.5301e+08,              8.192e+06,              2.048e+07,             2.9491e+09,              8.192e+06,              2.048e+07,             3.3178e+08,                      0
                      5,             5.6623e+09,             4.1943e+08,             1.0486e+09,             1.5099e+10,             2.0972e+08,             5.2429e+08,             3.3554e+09,             2.0972e+08,             5.2429e+08,             5.0332e+09,             2.0972e+08,             5.2429e+08,             7.5497e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             1.0486e+08,             2.6214e+08,             1.5099e+10,             1.0486e+08,             2.6214e+08,             3.3554e+09,             1.0486e+08,             2.6214e+08,             6.7109e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             1.5099e+10,             5.2429e+07,             1.3107e+08,             3.3554e+09,             5.2429e+07,             1.3107e+08,             6.7109e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             1.5099e+10,             2.6214e+07,             6.5536e+07,             3.3554e+09,             2.6214e+07,             6.5536e+07,             5.0332e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             1.3107e+07,             3.2768e+07,             7.5497e+09,             1.3107e+07,             3.2768e+07,             1.6777e+09,             1.3107e+07,             3.2768e+07,             6.7109e+09,             2.6214e+07,             6.5536e+07,             1.9661e+07,             3.2768e+06,                      0,             1.0066e+10,             5.2429e+07,             1.3107e+08,             5.0332e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             6.5536e+06,                      0,             1.0066e+10,             1.0486e+08,             2.6214e+08,             5.0332e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             2.5731e+09,             2.6214e+07,             1.3107e+07,                      0,             5.0332e+09,             5.2429e+07,             1.3107e+08,             5.0332e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             1.3107e+07,             2.1831e+08,             2.6214e+07,             6.5536e+07,             1.0318e+09,             1.3107e+07,             6.5536e+06,                      0,             5.0332e+09,             2.6214e+07,             6.5536e+07,             5.8413e+08,             2.6214e+07,             1.3107e+07,             1.1829e+09,             1.3107e+07,             6.5536e+06,              3.077e+08,             1.3107e+07,             6.5536e+06,             3.0199e+10,             1.0486e+08,             2.6214e+08,             3.0199e+10,             1.0486e+08,             2.6214e+08,             3.4079e+09,             1.5099e+10,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             8.5197e+08,             2.0224e+08,             6.5536e+06,             1.6384e+07,             1.8874e+09,             6.5536e+06,             1.6384e+07,             2.1299e+08,             3.7749e+10,             1.3107e+08,             3.2768e+08,             4.7186e+10,             1.3107e+08,             3.2768e+08,             5.3084e+09,             1.8874e+10,             3.2768e+07,              8.192e+07,             1.1796e+10,             3.2768e+07,              8.192e+07,             1.3271e+09,              2.528e+08,              8.192e+06,              2.048e+07,             2.9491e+09,              8.192e+06,              2.048e+07,             3.3178e+08,                      0
                      6,             5.6623e+09,             4.1943e+08,             1.0486e+09,             1.5099e+10,             2.0972e+08,             5.2429e+08,             3.3554e+09,             2.0972e+08,             5.2429e+08,             5.0332e+09,             2.0972e+08,             5.2429e+08,             7.5497e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             1.0486e+08,             2.6214e+08,             1.5099e+10,             1.0486e+08,             2.6214e+08,             3.3554e+09,             1.0486e+08,             2.6214e+08,             6.7109e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             1.5099e+10,             5.2429e+07,             1.3107e+08,             3.3554e+09,             5.2429e+07,             1.3107e+08,             6.7109e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             1.5099e+10,             2.6214e+07,             6.5536e+07,             3.3554e+09,             2.6214e+07,             6.5536e+07,             5.0332e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             1.3107e+07,             3.2768e+07,             7.5497e+09,             1.3107e+07,             3.2768e+07,             1.6777e+09,             1.3107e+07,             3.2768e+07,             6.7109e+09,             2.6214e+07,             6.5536e+07,             1.9661e+07,             3.2768e+06,                      0,             1.0066e+10,             5.2429e+07,             1.3107e+08,             5.0332e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             6.5536e+06,                      0,             1.0066e+10,             1.0486e+08,             2.6214e+08,             5.0332e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             2.5733e+09,             2.6214e+07,             1.3107e+07,                      0,             5.0332e+09,             5.2429e+07,             1.3107e+08,             5.0332e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             1.3107e+07,             2.1909e+08,             2.6214e+07,             6.5536e+07,             1.0316e+09,             1.3107e+07,             6.5536e+06,                      0,             5.0332e+09,             2.6214e+07,             6.5536e+07,             5.8372e+08,             2.6214e+07,             1.3107e+07,             1.1817e+09,             1.3107e+07,             6.5536e+06,             3.0883e+08,             1.3107e+07,             6.5536e+06,             3.0199e+10,             1.0486e+08,             2.6214e+08,             3.0199e+10,             1.0486e+08,             2.6214e+08,             3.4079e+09,             1.5099e+10,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             8.5197e+08,             2.0278e+08,             6.5536e+06,             1.6384e+07,             1.8874e+09,             6.5536e+06,             1.6384e+07,             2.1299e+08,             3.7749e+10,             1.3107e+08,             3.2768e+08,             4.7186e+10,             1.3107e+08,             3.2768e+08,             5.3084e+09,             1.8874e+10,             3.2768e+07,              8.192e+07,             1.1796e+10,             3.2768e+07,              8.192e+07,             1.3271e+09,             2.5347e+08,              8.192e+06,              2.048e+07,             2.9491e+09,              8.192e+06,              2.048e+07,             3.3178e+08,                      0
                      7,             5.6623e+09,             4.1943e+08,             1.0486e+09,             1.5099e+10,             2.0972e+08,             5.2429e+08,             3.3554e+09,             2.0972e+08,             5.2429e+08,             5.0332e+09,             2.0972e+08,             5.2429e+08,             7.5497e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             1.0486e+08,             2.6214e+08,             1.5099e+10,             1.0486e+08,             2.6214e+08,             3.3554e+09,             1.0486e+08,             2.6214e+08,             6.7109e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             1.5099e+10,             5.2429e+07,             1.3107e+08,             3.3554e+09,             5.2429e+07,             1.3107e+08,             6.7109e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             1.5099e+10,             2.6214e+07,             6.5536e+07,             3.3554e+09,             2.6214e+07,             6.5536e+07,             5.0332e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             1.3107e+07,             3.2768e+07,             7.5497e+09,             1.3107e+07,             3.2768e+07,             1.6777e+09,             1.3107e+07,             3.2768e+07,             6.7109e+09,             2.6214e+07,             6.5536e+07,             1.9661e+07,             3.2768e+06,                      0,             1.0066e+10,             5.2429e+07,             1.3107e+08,             5.0332e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             6.5536e+06,                      0,             1.0066e+10,             1.0486e+08,             2.6214e+08,             5.0332e+09,             1.0486e+08,             2.6214e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             5.2429e+07,             1.3107e+08,             2.5734e+09,             2.6214e+07,             1.3107e+07,                      0,             5.0332e+09,             5.2429e+07,             1.3107e+08,             5.0332e+09,             5.2429e+07,             1.3107e+08,             7.5497e+09,             2.6214e+07,             1.3107e+07,              2.251e+08,             2.6214e+07,             6.5536e+07,             1.0319e+09,             1.3107e+07,             6.5536e+06,                      0,             5.0332e+09,             2.6214e+07,             6.5536e+07,             5.8259e+08,             2.6214e+07,             1.3107e+07,             1.1776e+09,             1.3107e+07,             6.5536e+06,             3.0697e+08,             1.3107e+07,             6.5536e+06,             3.0199e+10,             1.0486e+08,             2.6214e+08,             3.0199e+10,             1.0486e+08,             2.6214e+08,             3.4079e+09,             1.5099e+10,             2.6214e+07,             6.5536e+07,             7.5497e+09,             2.6214e+07,             6.5536e+07,             8.5197e+08,              2.032e+08,             6.5536e+06,             1.6384e+07,             1.8874e+09,             6.5536e+06,             1.6384e+07,             2.1299e+08,             3.7749e+10,             1.3107e+08,             3.2768e+08,             4.7186e+10,             1.3107e+08,             3.2768e+08,             5.3084e+09,             1.8874e+10,             3.2768e+07,              8.192e+07,             1.1796e+10,             3.2768e+07,              8.192e+07,             1.3271e+09,               2.54e+08,              8.192e+06,              2.048e+07,             2.9491e+09,              8.192e+06,              2.048e+07,             3.3178e+08,                      0
